title,totalScore,reviewsCount,street,city,countryCode,website,phone,categoryName,url
Sushi Hut,4.9,408,370 High Rd,Woodford Green,GB,,,Sushi takeaway,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJ3wOY0U2h2EcRsNbqQKOPW98
itsu - Islington Angel Central,4.2,499,"Unit 2, N1 Centre, 21 Parkfield St",London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJ0bAaz0IbdkgRHUls323Itn0
Goma sushi,3,2,38 Upper St,London,GB,,,Takeout Restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJ5x9BRqgbdkgR--19ChWhQxg
Mr T Sushi,4.2,10,17 Village Way,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJKQFO834RdkgR-It5O39yWl0
iyou sushi,,0,Neasden Cl,London,GB,,,Sushi takeaway,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJT6atlzsRdkgRdxtcrO3LDv8
鮨 Hase-Ya,5,24,10 S Ealing Rd,London,GB,,,Japanese restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJp3ZqHtINdkgRK1u0t1B04X4
Wong's Kitchen,4,66,162 Park View Rd,Welling,GB,,,Japanese restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJBcK228Ku2EcRnybBMOfvk_c
Island Poké Battersea,4.3,29,6 Northcote Rd,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJW9M9PtcFdkgRiurqD3QhJkU
itsu - Putney,4.2,54,153-155 Putney High St,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJ6yltehYPdkgRti3p-0fYpic
Island Poké Canary Wharf,4.3,292,"Unit CR42, Level -1, 5 Crossrail Pl",London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJLZe_x7ACdkgRroq6TiSIZAM
Sushi Galley,3.7,3,64 Skylines Village,London,GB,,,Sushi takeaway,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJyd94yxwDdkgRDxeQSgOBTdg
Lemongrass Kitchen,4,222,"Unit 5, South Quay Plaza, 185 Marsh Wall",London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJ_ZOp4LsCdkgRQ04hDY-3rkg
COCO Canary Wharf,4.6,582,"West India Quay, 14 Hertsmere Rd",London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJQa1ozZgDdkgRYuzYbRFipUk
HACHI SUSHI & BUBBLE TEA,5,67,325 Horn Ln,London,GB,,,Japanese restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJU5L3C04RdkgRBXVg9N8D-6w
Taiko Foods Ltd,4,106,34-40 Brunel Rd,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJYTaTbloRdkgR3m9ylz0JHKY
KL Kitchens,4.5,43,"Unit 106, 2 Portal Way",London,GB,,,Sushi takeaway,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJ-TYoB9RzdkgRpiXPMEcMsX8
Crazy Sushi,1.7,6,59 Chamberlayne Rd,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJdxau1zgQdkgR-ruwQzw9rQU
Sushi Daily South Woodford,,0,"Waitrose & Partners, 92-96, High Rd",London,GB,,,Sushi takeaway,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJ0yl-TMmn2EcR6cZ4ZL6p6Xo
Sushi Express - Lavender Hill,,0,117 Lavender Hill,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJdSTCShgFdkgR2Os0vmpbKEY
Atariya Foods Kingston,4.7,384,44 Coombe Rd,Kingston upon Thames,GB,,,Japanese grocery store,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJxfX91OYLdkgRL5ktrHqBjTA
Sushi and Mochi,,0,593 Wandsworth Rd,London,GB,,,Sushi takeaway,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJF8C-rOwFdkgRgiJ7f8nNp1Y
Soba & Sushi,4.1,117,106 Blackheath Rd,London,GB,,,Sushi takeaway,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJb6JuaNEDdkgR4X9FoN7Xu6s
Buddha Sushi,4.9,28,94 Trafalgar Rd,London,GB,,,Sushi takeaway,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJi-6fqBKp2EcRKbw9pw4uI94
Sakura Sushi and Bento,,0,98A Bellegrove Rd,Welling,GB,,,Sushi takeaway,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJG8GjimKv2EcRljKisHjzrrQ
HOUSE OF BAMBOO,5,1,"1, Ashbourne Parade, Finchley Rd",London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJw9117i4TdkgR6VIFATjRUNk
Sushi Atelier @ Panzers,4.2,5,13-19 Circus Rd,London,GB,,,Sushi takeaway,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJhcVTtKQbdkgRjYmLI_52GIM
Me Love Sushi,4,80,307 Hale Ln,Edgware,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJX-d4oqMWdkgRFxkiyKhJ-2c
Sushi Katana,4.9,167,203 Freemasons Rd,London,GB,,,Sushi takeaway,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJBZ_muNOn2EcRd1A_dzyBR6w
ISO Sushi,3.8,169,"Crown Buildings, 4 The Grn",London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJ6Wb4Up2g2EcREU0nDQeTHEA
Sakura Sushi,2.6,7,156 Town Rd,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJAQBBF_QedkgR-UNb3d94wXg
YO! Romford Tesco Kiosk,5,3,300 Hornchurch Rd,Hornchurch,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJSeLTmRm72EcRjQVPyA3sk6M
mr.kimchi,4.7,92,77 High St,New Malden,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJ55YHaRoJdkgRiZ_EBz9zAF0
Konnichiwa Japanese Cuisine,4.8,95,10 High St,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJwVsPh50bdkgRgDBNQeQCEmg
Sushi Cottage,2.8,11,284 Sangley Rd,London,GB,,,Sushi takeaway,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJ9bYSx7YDdkgRrQc5lUjBBpw
Thai Garden & kawaii sushi catford,3.5,139,17 Catford Hill,London,GB,,,Thai restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJNVAJ5jwCdkgRNiiD6uO1V5g
Ninja Cat Sushi,,0,16 Callander Rd,London,GB,,,Sushi takeaway,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJewX7tZQDdkgR1r6Nc2VIUfs
JAPANESE YAMA SUSHI,5,1,76 Stewart's Rd,London,GB,,,Sushi takeaway,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJm0SleF4FdkgRiJ7FIO5NgZE
itsu,4.1,39,"Ground Floor, Turbine Hall B, 241, The Power Station Upper, Circus Rd S",London,GB,,,Japanese restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJv3G0LlgFdkgR1iHRY1drteM
Sushi Maki Kimchi,,0,145-147 Lambeth Walk,London,GB,,,Sushi takeaway,https://www.google.com/maps/search/?api=1&query=sushi takeaway&query_place_id=ChIJnYMb3yAFdkgReYqBLcsr5LM
Sushi Daily Crouch End,5,1,"Waitrose & Partners, 35-39 The Broadway",London,GB,,,Sushi takeaway,https://www.google.com/maps/search/?api=1&query=sushi takeaway&query_place_id=ChIJwZQlQiobdkgRWmi_ovYV-FI
Dojobox Sushi Takeaway - Euston,5,20,18 Polygon Rd,London,GB,,,Sushi takeaway,https://www.google.com/maps/search/?api=1&query=sushi takeaway&query_place_id=ChIJ92WsHucbdkgR3I1KwWknrDU
Sohishi sushi & bento,4.8,90,2 Charlotte Pl,London,GB,,,Sushi takeaway,https://www.google.com/maps/search/?api=1&query=sushi takeaway&query_place_id=ChIJh2-AmTkbdkgR9j7aYw2i4dM
Sushi Point - Chelsea,5,24,226 Fulham Rd.,London,GB,,,Sushi takeaway,https://www.google.com/maps/search/?api=1&query=sushi takeaway&query_place_id=ChIJ-0dFPOwFdkgRvPG-AiVfQ-I
Sushi Daily Kings Road,5,2,"Waitrose & Partners, 196 King's Rd",London,GB,,,Sushi takeaway,https://www.google.com/maps/search/?api=1&query=sushi takeaway&query_place_id=ChIJO2YyIYsFdkgR9xufWcXPkF8
HONI POKE Fulham,4.2,71,17 Jerdan Pl,London,GB,,,Poke bar,https://www.google.com/maps/search/?api=1&query=sushi takeaway&query_place_id=ChIJc7p5HrgPdkgRkNhqD30aH5c
Sukiru Sushi,5,1,279 Battersea Park Rd,London,GB,,,Sushi takeaway,https://www.google.com/maps/search/?api=1&query=sushi takeaway&query_place_id=ChIJbSDEmnQFdkgRZ0Q360d9kf8
"KL Sushi Online Clapham,",,0,Unit 9-10,London,GB,,,Sushi takeaway,https://www.google.com/maps/search/?api=1&query=sushi takeaway&query_place_id=ChIJFQ9op60FdkgR4yvyKyA7S8U
Sushi Circle Shoreditch,4,4,"7, 8 The Oval",London,GB,,,Sushi takeaway,https://www.google.com/maps/search/?api=1&query=sushi takeaway&query_place_id=ChIJf80H02QddkgRAGroF6uRIMY
Sushi Me,5,12,"Unit 3B, 39 Autumn street Bow, Greater",London,GB,,,Sushi takeaway,https://www.google.com/maps/search/?api=1&query=sushi takeaway&query_place_id=ChIJL6KhsSEddkgRccWK8zfoHtk
Sushi Daily Kings Cross,5,14,"Waitrose & Partners, 1 Wharf Rd",London,GB,,,Sushi takeaway,https://www.google.com/maps/search/?api=1&query=sushi takeaway&query_place_id=ChIJTSefY2MbdkgR-Q3J3kRP9ns
Rakuzen Sushi,,0,514 (A Commercial Rd,London,GB,,,Sushi takeaway,https://www.google.com/maps/search/?api=1&query=sushi takeaway&query_place_id=ChIJ77W1hFsDdkgR2cOXrQVdiec
Sushi Daily - Deliveroo Editions,4,23,61 Assembly Passage,London,GB,,,Sushi takeaway,https://www.google.com/maps/search/?api=1&query=sushi takeaway&query_place_id=ChIJmyrDJAMddkgReNkQMd8Latc
Reiwa sushi,,0,25 Cable St,London,GB,,,Sushi takeaway,https://www.google.com/maps/search/?api=1&query=sushi takeaway&query_place_id=ChIJMwtljDQDdkgRs8NCeI4GoG4
Aoki (Balham),5,1,Unit 8 Zennor Rd,London,GB,,,Sushi takeaway,https://www.google.com/maps/search/?api=1&query=sushi takeaway&query_place_id=ChIJI5_utUsFdkgRSucR8UTvQZA
Sushi Shop,3.5,124,72 Westbourne Grove,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi takeaway&query_place_id=ChIJAQB05gEQdkgRMvrxxujWgqk
Subarashi Sushi,5,1,"Market, unit b3, 23-25 Queensway",London,GB,,,Sushi takeaway,https://www.google.com/maps/search/?api=1&query=sushi takeaway&query_place_id=ChIJ8ag2uTgFdkgRV3rcehxjFf8
Haru,4.7,71,3 Melcombe St,London,GB,,,Japanese restaurant,https://www.google.com/maps/search/?api=1&query=sushi takeaway&query_place_id=ChIJw5yi1s4adkgR2ATqVHiyp-0
ikkyu conveni,4.7,55,102 Ladbroke Grove,London,GB,,,Japanese grocery store,https://www.google.com/maps/search/?api=1&query=sushi takeaway&query_place_id=ChIJ3dz3anoRdkgR50Zd_HGxzTo
You Me Sushi,4.3,42,26 Greenwich Church St,London,GB,,,Sushi takeaway,https://www.google.com/maps/search/?api=1&query=sushi takeaway&query_place_id=ChIJi8ki2cYDdkgRr0vQf1IV_g0
Komakai,5,45,Old Farm Ave,Sidcup,GB,,,Sushi takeaway,https://www.google.com/maps/search/?api=1&query=sushi takeaway&query_place_id=ChIJGwOdMO2p2EcRTN--VUvEzUQ
Sushi and Blossoms,4.9,25,185 Sparrow Farm Dr,Feltham,GB,,,Sushi takeaway,https://www.google.com/maps/search/?api=1&query=sushi takeaway&query_place_id=ChIJIdjB-mNxdkgRcLVJriIhPio
Jono's Free House,4.4,440,37 Cranbrook Rd,Ilford,GB,,,Irish pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJP24RKPWm2EcRocOieN3Esks
The Papermakers Arms,4.3,114,"The Sheepwalk, 57 Roden St",Ilford,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJR1x-hF-m2EcRhO77P8Nv1AY
Golden Fleece,4.3,1286,166 Capel Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJ97lS_qqn2EcR5m0xfw-UxIQ
The Great Spoon of Ilford,4,1848,"114, 116 Cranbrook Rd",Ilford,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJP8VAmfSm2EcRAf-r1_JPw6c
O'Neill'S Ilford,4.4,911,Station Rd,Ilford,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJL5Bi2aWm2EcRgMp3FPzOld0
Blakesley Arms,3.9,81,53 Station Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJh6V5VKun2EcRNJGYHII5CEc
Champs Sports Bar & Grill,4,248,"19-21, 19-21 Chapel Rd",Ilford,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJHwqpUvWm2EcRPAV-Pvp1sTI
Forest Tavern,4.3,613,173 Forest Ln,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJPyBnb6Kn2EcRyNsWrDgZ5Ig
Bull at Wanstead,4.3,315,129 High St.,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJacfuK0Sn2EcRwzox16EKl9Y
King George V,4.2,452,645 Cranbrook Rd,Ilford,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJA-Ij_L-m2EcRzE-LZA6ImN4
The Holly Tree,4.5,686,141 Dames Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJEaY2NZ6n2EcRsfwB-3W_ue4
The George - JD Wetherspoon,4.1,1790,155-159 High St.,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJBfvu3D-n2EcR-qx3Qpkk6so
General Havelock,4.1,238,229 High Rd,Ilford,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJ_Yumf4mm2EcR30yfOaugpfg
The Fox & Hounds,4.1,133,178 Forest Ln,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJ2-wCi5in2EcRCEEE93xitiY
The Cuckfield,4.1,1319,"31 High St., Greater",London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJaTQSkj-n2EcRpFjL0pydTGQ
The North Star,4.7,572,24 Browning Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJ1Ta5UG6n2EcRvcl01a6qXQ8
The Rising Sun,4,102,528 Romford Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJVbDCa66n2EcR0qN62O4zVxw
O'Neill's Leytonstone,4.3,964,"762 High Rd Leytonstone, Greater",London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJD0X_qW-n2EcRXN3ALWOfSSk
The Rookwood Village,4.3,335,314 Cann Hall Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJVQ83T7an2EcR1LDvE6VS_dQ
The Duke Wanstead,4.4,803,79 Nightingale Ln,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJbSszxj6n2EcR5AHI1MIFWIg
Crooked Billet,4.4,1110,15 Crooked Billet,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJO2xFtNAIdkgRBR4WXqdGLBo
Raynes Park Tavern,4,713,32 Coombe Ln,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJmctOnuAIdkgR-kuXJsqZWTY
The Alexandra,4.4,2840,33 Wimbledon Hill Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJC0QsCrcIdkgRotDLmPbOU7c
Leather Bottle,4.2,658,277 Kingston Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJD6NI-L4IdkgRLlrC-MHxjls
Prince of Wales,4.2,1206,2 Hartfield Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJ89JoX7cIdkgRowCGvGXfDKA
Hand in Hand,4.5,1390,6 Crooked Billet,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJD_xotNAIdkgRrfqSyTQ8X5M
The Old Frizzle Pub (Wimbledon),4.1,1238,74-78 The Broadway,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJX2M-fboIdkgRsoT9KcNL8xk
The Garratt & Gauge,4.1,748,18 Hartfield Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJ08tP-rkIdkgRIUC5sqksWyQ
Dog & Fox,4.1,421,24 High St,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJ_eNLKUEJdkgROsNIYcSXlaw
Hand & Racquet,4.2,695,25-27 Wimbledon Hill Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJC0QsCrcIdkgRnlt8Slc-tS8
Rushmere,4.2,704,89 Ridgway,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJ1fEijs8IdkgRdAoGJi2Gnqg
The Wibbas Down Inn - JD Wetherspoon,4.1,2461,6-12 Russell Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJwxyvZ7oIdkgRWyKrIbYydmQ
Rose & Crown,4.5,185,55 High St,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJccgyHYwJdkgRPk7oZQz3ek0
Fire Stables,4.1,521,27-29 Church Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJo4hsBswIdkgR7xRh8QmK6PA
The Fox & Grapes Wimbledon,4.2,618,9 Camp Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJdyHP3ltvdkgRQF9shcv16-s
Bar Malden,4,401,"1-3, St. George's Square",New Malden,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJBdFvQhMJdkgRgEPS2X2kgPA
Ganley's Irish Bar,4.4,1195,43-47 London Rd,Morden,GB,,,Irish pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJX7YmIJsIdkgR7U2dUIKJQ9I
The Royal Oak New Malden,4.2,576,90 Coombe Rd,New Malden,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJxeAM0WoJdkgRh0_cwH3Nvwo
Royal Surrey Public House,3.9,41,1-9 Abbotsbury Rd,Morden,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJEXjNa5wIdkgRjpBns6pooHA
The Birds,4.2,811,692 High Rd Leytonstone,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJx1ZDjG-n2EcR1IiDOk4xO58
Leytonstone Tavern,4.5,659,119 Harrow Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJ_dbTJFCn2EcRBWzweQnGsBw
The Red Lion,4.3,1596,640 High Rd Leytonstone,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJRzzPTWWn2EcRn04bh00Fpi0
Nightingale on the Green,4.3,340,51 Nightingale Ln,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJUclokT6n2EcRrdyocXENEII
The Prince Of Wales,4.5,319,63 Green Ln,Ilford,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJt6taBYem2EcRQ8whTnz-Z-M
The Walnut Tree - JD Wetherspoon,4,1720,857-861 High Rd Leytonstone,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJx522iG-n2EcRAWibkAWCCm8
The Bell,4.4,375,468 High Road,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJez0CC3mn2EcR9-wYToLFsxE
Spotted Dog,3.7,342,15a Longbridge Rd,Barking,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJw0PCjG2m2EcRtElTaQGIUJA
The Overdraft Tavern,4,122,"Overdraft Tavern, High St N",London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJHS1PuEum2EcR4Pc8UKI6lpI
The Chequers,4.3,271,2 High St,Ilford,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJuYV4oLqm2EcRWmesMVI3VLE
The Birkbeck Tavern,4.3,298,45 Langthorne Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJbdkZ_X8ddkgRxtWyqp7JP6c
Plough & Harrow and Sinbin,4.2,235,419 High Rd Leytonstone,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJQ9WcAIKn2EcRLeReOfZQTzI
The Meeting Point,4.1,66,200-202 High St N,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJZ3h5uEum2EcRHHsQuBfUnFg
Railway Bell,4.3,741,87 George Ln,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJ8_in4Dan2EcRBLb9zbSVQQU
King Edward VII,4.2,994,47 Broadway,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJa0Cae4mn2EcRA0nHHzf-bEw
The Queens Head,4.1,568,5 W Ham Ln,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJTe_aOZ2n2EcRhkVBO9X6OIY
The Queens Pub,3.8,156,410 Green St,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJq8Qrdsin2EcRDdJzqAE-Fbc
The New Fairlop Oak - JD Wetherspoon,4.1,1665,"The New Fairlop Oak, Fencepiece Rd",Ilford,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJG_mzl6-m2EcRZeUBwT2emd0
The Goldengrove - JD Wetherspoon,4,3879,146-148 The Grove,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJMVbNHYmn2EcR1dgJW4n9gB0
The Hope Pub,4.5,212,49 Norwood High St,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJUfps16kGdkgRpn8MeFG9JzE
The Great North Wood,4.3,787,3 Knights Hill,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJFwGjogIEdkgRGCkboh2HR1o
Railway Tavern,4.3,954,7 Station Rise,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJM73FyxoEdkgR3GKt-XqTDaQ
The Alleyn's Head,4.2,926,"Park Hall Rd, Greater",London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJf9IFUPkDdkgRKKWX2FkHSs8
The Rosendale,4.4,1261,65 Rosendale Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJCSlfQQcEdkgRt0h398Pjtm0
Knowles of Norwood,4.4,777,"294, 296 Norwood Rd",London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJwYiIVwMEdkgRQzLf_XCqX88
The Horns Tavern,4.4,173,40 Knights Hill,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJgRS8wwIEdkgRwr-166Tb108
